event_id,event_time,user_id,session_id,page_type,product_id,campaign_id,device,browser,session_duration_seconds
3067,2023-11-11T07:19:51,4324,session_94810,cart,,,mobile,Chrome,1530
3068,2022-05-10T03:57:38,903,session_30988,account,,,desktop,Firefox,303
3069,2022-03-02T01:48:26,,session_15208,search,,,mobile,Samsung Internet,1358
3070,2021-12-08T21:57:31,,session_55261,checkout,,,tablet,Chrome,1753
3071,2022-10-19T04:17:59,,session_9078,account,,,tablet,Firefox,1212
3072,2020-06-18T23:42:55,,session_29760,checkout,,,mobile,Edge,1661
3073,2024-11-25T16:50:05,,session_18031,search,,,desktop,Edge,465
3074,2020-09-08T10:41:05,,session_74111,search,,,mobile,Safari,175
3075,2022-11-07T00:01:39,4464,session_52648,category,,,mobile,Samsung Internet,992
3076,2020-11-04T07:00:15,,session_61274,account,,,,,423
3077,2023-08-31T20:10:09,,session_41747,product_detail,13,,tablet,Chrome,870
3078,2020-03-02T22:16:57,,session_69048,search,,,tablet,Chrome,919
3079,2022-01-22T19:15:06,,session_63604,account,,,tablet,Firefox,79
3080,2024-10-16T23:27:10,398,session_8072,product_detail,3,,tablet,Samsung Internet,1209
3081,2021-03-13T23:30:54,,session_66895,account,,,tablet,Edge,169
3082,2022-02-13T02:19:44,,session_66722,home,,,mobile,Chrome,1335
3083,2020-04-26T07:55:42,,session_59354,product_detail,21,,,,353
3084,2023-10-21T11:44:41,,session_56240,cart,,,,,1082
3085,2023-12-27T21:31:45,1594,session_50785,home,,,tablet,Edge,1720
3086,2020-10-16T14:03:34,4438,session_448,account,,,mobile,Samsung Internet,1351
3087,2023-08-15T03:45:01,304,session_60807,cart,,,tablet,Firefox,394
3088,2022-06-15T22:46:13,4665,session_47190,account,,,tablet,Chrome,116
3089,2024-05-13T16:53:47,2553,session_2882,account,,,desktop,Firefox,874
3090,2021-05-23T19:19:25,2649,session_11309,home,,,tablet,Firefox,67
3091,2021-01-10T02:11:15,,session_5213,search,,,desktop,Safari,1201
3092,2024-01-03T22:13:31,4354,session_87694,home,,,mobile,Firefox,1628
3093,2023-07-15T09:57:19,,session_57590,account,,,mobile,Firefox,-674
3094,2020-05-05T16:04:46,,session_75225,cart,,,tablet,Safari,1569
3095,2021-04-10T12:19:07,,session_695,product_detail,3,173,tablet,Edge,383
3096,2024-01-24T22:45:38,,session_69934,search,,,tablet,Chrome,1530
3097,2020-01-03T10:53:42,,session_12228,cart,,,mobile,Edge,776
3098,2022-03-12T23:11:32,,session_67171,product_detail,2,,tablet,Safari,358
3099,2020-05-27T22:00:53,,session_29745,home,,,tablet,Chrome,1015
3100,2021-04-08T15:04:41,,session_26444,category,,,mobile,Safari,1716
3101,2021-12-31T15:02:03,,session_67684,category,,,desktop,Firefox,1095
3102,2020-02-05T11:56:12,,session_2187,cart,,,mobile,Firefox,284
3103,2024-05-23T02:24:16,1737,session_32947,category,,,mobile,Safari,460
3104,2020-09-21T15:20:11,,session_61979,account,,,tablet,Firefox,876
3105,2021-04-28T01:54:34,,session_5844,cart,,,tablet,Firefox,697
3106,2020-03-26T19:58:43,,session_95709,category,,,,,1261
3107,2023-05-23T15:29:59,,session_669,search,,,tablet,Chrome,368
3108,2020-11-28T06:42:48,,session_79980,account,,,mobile,Edge,494
3109,2022-10-18T21:20:32,2671,session_61740,category,,,mobile,Chrome,215
3110,2022-07-24T11:18:36,3044,session_65716,checkout,,,desktop,Safari,702
3111,2023-07-13T15:52:35,323,session_79048,search,,,tablet,Firefox,691
3112,2024-04-29T04:05:41,2711,session_14856,account,,,tablet,Edge,-1082
3113,2023-06-30T07:20:47,,session_28882,category,,,mobile,Edge,535
3114,2023-05-31T09:58:47,3615,session_24884,search,,,mobile,Chrome,1028
3115,2020-03-20T01:34:37,,session_8233,cart,,,desktop,Safari,1054
3116,2020-03-17T15:33:42,,session_34834,search,,,desktop,Firefox,600
3117,2024-04-21T10:40:06,,session_47574,category,,,tablet,Safari,692
3118,2022-07-08T17:10:51,,session_70678,product_detail,36,,desktop,Edge,131
3119,2021-10-05T13:08:14,2205,session_8398,product_detail,46,,mobile,Firefox,143
3120,2023-10-03T09:50:46,3488,session_75176,search,,,tablet,Samsung Internet,223
3121,2020-12-29T02:27:46,,session_69498,cart,,,,,224
3122,2023-10-23T11:10:04,731,session_14482,home,,,mobile,Edge,1719
3123,2030-01-01T00:00:00,,session_34465,product_detail,50,,tablet,Samsung Internet,684
3124,2020-05-02T04:14:20,,session_28607,search,,,tablet,Firefox,98
3125,2023-04-04T15:30:08,,session_14057,product_detail,7,539,,,967
3126,2022-02-12T18:55:34,,session_70346,category,,,tablet,Chrome,725
3127,2024-09-11T04:13:24,,session_24734,product_detail,37,,mobile,Firefox,870
3128,2030-01-01T00:00:00,,session_91998,checkout,,,tablet,Safari,767
3129,2024-05-04T14:38:40,3918,session_28604,search,,,mobile,Chrome,1256
3130,2020-03-30T03:16:31,,session_95071,product_detail,11,,tablet,Edge,1641
3131,2023-12-25T08:10:58,2603,session_12556,home,,,tablet,Safari,1152
3132,2020-11-25T15:19:23,,session_86318,home,,,mobile,Edge,534
3133,2020-04-17T03:09:34,,session_97290,home,,,mobile,Samsung Internet,174
3134,2024-04-22T09:23:28,,session_56936,category,,,tablet,Safari,1086
3135,2021-07-18T02:31:32,580,session_24487,search,,,mobile,Safari,1387
3136,2020-04-14T06:41:20,,session_99756,account,,,mobile,Samsung Internet,1130
3137,2022-02-12T11:50:18,1966,session_96599,search,,,mobile,Safari,720
3138,2020-08-30T06:22:50,,session_56528,checkout,,,desktop,Chrome,659
3139,2020-04-13T18:41:01,2727,session_99949,checkout,,,tablet,Samsung Internet,1479
3140,2024-10-24T08:13:20,,session_50134,home,,,tablet,Chrome,356
3141,2022-08-13T04:00:46,1480,session_87583,search,,,mobile,Safari,1230
3142,2023-03-14T23:36:42,134,session_20170,account,,,desktop,Firefox,841
3143,2024-01-25T07:20:57,4171,session_15412,home,,,tablet,Samsung Internet,1073
3144,2024-11-13T09:13:49,,session_76798,checkout,,,mobile,Safari,1080
3145,2024-07-13T07:37:43,2414,session_40258,home,,,desktop,Firefox,1304
3146,2030-01-01T00:00:00,,session_17790,home,,,desktop,Edge,1115
3147,2022-06-12T02:27:01,,session_99095,product_detail,61,,tablet,Samsung Internet,1231
3148,2020-08-14T09:35:58,,session_34662,product_detail,13,,mobile,Edge,1439
3149,2021-05-03T20:10:06,,session_48566,cart,,,tablet,Edge,1448
3150,2021-08-01T12:11:48,1466,session_86898,cart,,,,,861
3151,2023-09-21T14:38:19,,session_63010,checkout,,,tablet,Samsung Internet,445
3152,2024-03-14T09:30:25,4330,session_82320,checkout,,,tablet,Safari,960
3153,2021-07-12T19:53:31,,session_19409,checkout,,,desktop,Firefox,1566
3154,2021-12-04T15:19:59,,session_31602,home,,,mobile,Samsung Internet,427
3155,2020-11-23T18:11:51,,session_37029,cart,,,tablet,Edge,1538
3156,2022-12-01T16:47:57,3258,session_77577,home,,,tablet,Edge,77
3157,2020-01-02T10:13:33,,session_40213,category,,,tablet,Edge,645
3158,2024-09-28T07:20:18,,session_82147,category,,,desktop,Firefox,239
3159,2021-01-15T13:24:43,,session_89931,cart,,,mobile,Chrome,393
3160,2020-01-14T19:25:18,,session_57985,home,,,mobile,Samsung Internet,237
3161,2021-12-12T02:43:23,,session_14811,cart,,,tablet,Firefox,401
3162,2022-09-20T20:11:56,4232,session_21925,search,,,tablet,Firefox,1650
3163,2021-01-31T17:14:06,2869,session_44810,cart,,,tablet,Edge,1028
3164,2022-01-22T09:12:15,405,session_21811,account,,,tablet,Edge,248
3165,2022-07-31T08:58:25,,session_97966,category,,,tablet,Safari,1527
3166,2023-05-08T00:59:04,,session_21962,checkout,,,desktop,Safari,142
3167,2022-07-27T16:13:45,,session_5187,cart,,,mobile,Firefox,956
3168,2021-02-17T01:15:03,,session_49451,category,,,mobile,Samsung Internet,1664
3169,2024-08-12T16:26:20,4017,session_96067,home,,,tablet,Chrome,1037
3170,2024-01-14T09:02:07,,session_96338,home,,,desktop,Samsung Internet,1549
3171,2022-11-18T17:46:38,778,session_71158,account,,,desktop,Samsung Internet,1103
3172,2021-10-29T12:44:04,,session_11402,cart,,,tablet,Safari,1621
3173,2023-11-11T05:52:46,,session_49079,home,,,tablet,Chrome,1359
3174,2020-03-21T11:25:08,,session_72517,product_detail,30,,tablet,Safari,684
3175,2023-03-24T07:59:39,,session_87281,cart,,,tablet,Safari,1052
3176,2024-04-29T01:43:32,1384,session_58448,search,,,desktop,Firefox,750
3177,2022-04-02T15:19:44,,session_90630,search,,,mobile,Firefox,496
3178,2020-04-07T07:37:02,,session_44997,product_detail,55,,mobile,Chrome,302
3179,2030-01-01T00:00:00,,session_58046,product_detail,10,,desktop,Firefox,676
3180,2022-04-20T09:09:13,,session_20413,home,,,mobile,Samsung Internet,858
3181,2023-08-29T01:35:21,,session_34474,account,,,desktop,Firefox,1375
3182,2020-01-14T04:29:12,,session_83111,checkout,,,desktop,Edge,1200
3183,2024-02-23T13:18:29,2925,session_59228,account,,,mobile,Safari,207
3184,2030-01-01T00:00:00,4852,session_40577,home,,,tablet,Firefox,218
3185,2022-05-03T19:20:57,,session_65891,category,,,desktop,Samsung Internet,1645
3186,2023-02-27T15:04:05,2604,session_76598,product_detail,52,,desktop,Firefox,726
3187,2024-07-29T08:05:27,388,session_68197,cart,,,tablet,Chrome,1028
3188,2020-03-02T09:19:15,,session_43074,category,,,desktop,Chrome,928
3189,2021-05-15T20:13:29,,session_75216,account,,,desktop,Firefox,850
3190,2023-09-28T13:54:41,,session_58477,category,,,mobile,Safari,1025
3191,2020-11-06T13:19:10,,session_4493,search,,,tablet,Safari,1206
3192,2020-03-21T10:59:28,,session_66151,cart,,,tablet,Firefox,1413
3193,2023-06-02T04:15:56,150,session_27552,search,,,desktop,Firefox,302
3194,2022-03-27T01:30:21,,session_44837,home,,,,,553
3195,2020-09-22T12:57:52,,session_11445,cart,,,,,1477
3196,2020-02-05T05:11:10,,session_35451,product_detail,60,,,,77
3197,2024-06-01T10:56:55,3560,session_73239,product_detail,33,,,,956
3198,2021-09-01T19:03:25,,session_13002,search,,,mobile,Chrome,431
3199,2020-06-16T02:39:31,,session_22168,account,,,desktop,Chrome,1741
3200,2022-12-28T17:19:37,,session_87912,product_detail,63,1317,mobile,Chrome,781
3201,2022-01-20T01:56:51,,session_19695,cart,,,desktop,Chrome,905
3202,2022-03-04T12:38:15,2945,session_21247,product_detail,35,,,,568
3203,2022-04-23T19:53:12,,session_60609,account,,,tablet,Firefox,1459
3204,2024-12-12T14:43:33,,session_99528,search,,,tablet,Samsung Internet,1092
3205,2021-05-31T10:10:34,,session_55345,checkout,,,tablet,Edge,1040
3206,2021-12-20T07:39:45,4014,session_45003,product_detail,20,,desktop,Firefox,560
3207,2024-09-06T07:55:18,2409,session_42929,account,,,desktop,Edge,630
3208,2024-08-18T16:03:07,3710,session_55483,category,,,tablet,Firefox,1787
3209,2024-02-05T16:52:28,,session_2577,product_detail,50,,,,433
3210,2022-04-12T20:29:47,,session_19439,checkout,,,desktop,Chrome,-783
3211,2020-06-03T15:21:36,,session_32111,cart,,,desktop,Safari,555
3212,2020-02-02T09:52:32,,session_29554,product_detail,4,981,tablet,Safari,962
3213,2023-08-19T21:25:39,1702,session_82985,account,,,mobile,Chrome,1208
3214,2024-03-18T22:48:21,,session_45820,cart,,,tablet,Edge,1032
3215,2023-07-18T01:32:23,3803,session_38960,search,,,desktop,Safari,370
3216,2020-12-13T07:52:43,,session_76054,search,,,desktop,Firefox,1011
3217,2023-01-30T03:52:35,,session_93853,cart,,,tablet,Edge,1205
3218,2021-04-18T01:17:21,,session_21767,product_detail,4,353,tablet,Samsung Internet,497
3219,2020-04-04T22:05:27,,session_15197,category,,,desktop,Samsung Internet,182
3220,2023-12-09T11:35:06,,session_39338,category,,,desktop,Firefox,455
3221,2020-08-30T16:03:52,,session_82867,category,,,desktop,Chrome,989
3222,2024-06-08T15:45:01,2763,session_21498,checkout,,,mobile,Samsung Internet,106
3223,2021-01-12T04:59:50,,session_90988,category,,,,,686
3224,2021-12-26T13:38:27,,session_92948,search,,,mobile,Edge,161
3225,2021-03-22T13:19:44,,session_62145,checkout,,,tablet,Edge,1147
3226,2020-08-28T08:47:18,,session_50670,product_detail,3,,mobile,Chrome,1310
3227,2022-05-18T12:51:40,,session_77527,home,,,tablet,Edge,1045
3228,2024-09-08T21:46:24,1795,session_71941,checkout,,,mobile,Samsung Internet,956
3229,2021-02-04T08:47:16,,session_39863,search,,,mobile,Samsung Internet,566
3230,2023-02-03T02:07:22,,session_25042,checkout,,,mobile,Edge,83
3231,2020-07-28T14:49:13,,session_23990,search,,,tablet,Chrome,792
3232,2020-10-12T11:46:07,,session_61498,search,,,,,1096
3233,2023-03-19T22:49:12,4627,session_50815,search,,,mobile,Samsung Internet,1605
3234,2022-06-10T16:40:27,,session_54430,product_detail,2,363,tablet,Safari,1454
3235,2020-02-07T13:57:46,,session_17473,category,,,tablet,Firefox,1736
3236,2021-03-18T13:22:46,,session_41408,checkout,,,tablet,Firefox,827
3237,2023-10-03T02:01:40,,session_18233,category,,,desktop,Samsung Internet,382
3238,2023-05-08T18:09:09,4186,session_59755,home,,,mobile,Edge,144
3239,2021-05-24T07:22:17,,session_56789,account,,,desktop,Edge,852
3240,2022-01-03T17:37:54,,session_27371,checkout,,,desktop,Edge,103
3241,2020-07-17T07:02:05,,session_59976,account,,,desktop,Safari,724
3242,2023-04-12T14:20:13,,session_38111,category,,,mobile,Edge,1192
3243,2022-03-27T12:12:45,,session_60095,search,,,mobile,Chrome,331
3244,2021-09-08T18:48:27,,session_67214,checkout,,,mobile,Safari,-212
3245,2022-10-02T23:22:57,2994,session_90862,category,,,tablet,Chrome,1624
3246,2020-04-27T19:10:24,,session_60395,account,,,tablet,Edge,1716
3247,2023-05-11T20:18:54,,session_17756,search,,,mobile,Safari,614
3248,2024-10-14T09:01:16,2802,session_88126,checkout,,,tablet,Samsung Internet,1497
3249,2023-06-19T07:48:55,,session_79135,search,,,mobile,Edge,819
3250,2020-11-09T22:00:13,,session_67812,cart,,,tablet,Chrome,1477
3251,2024-12-07T02:19:43,,session_37706,checkout,,,mobile,Samsung Internet,1187
3252,2024-09-21T22:46:05,790,session_85388,search,,,tablet,Chrome,1370
3253,2020-11-07T19:58:21,,session_99115,checkout,,,desktop,Firefox,1576
3254,2021-06-20T04:20:41,,session_17034,cart,,,desktop,Chrome,95
3255,2023-07-24T16:59:16,4196,session_54197,account,,,mobile,Samsung Internet,1418
3256,2021-05-19T18:32:48,,session_87632,search,,,mobile,Firefox,151
3257,2030-01-01T00:00:00,,session_94973,category,,,tablet,Samsung Internet,1616
3258,2022-04-09T20:26:47,204,session_12848,checkout,,,desktop,Safari,493
3259,2023-05-05T01:16:39,,session_49424,home,,,tablet,Safari,1282
3260,2023-06-04T01:12:48,4225,session_50864,search,,,tablet,Safari,1159
3261,2022-09-26T21:15:40,,session_41278,product_detail,40,,tablet,Samsung Internet,836
3262,2022-02-02T06:51:36,1608,session_56297,search,,,desktop,Firefox,660
3263,2021-06-30T10:53:37,,session_80701,category,,,mobile,Samsung Internet,839
3264,2023-10-04T01:32:34,2254,session_23890,search,,,desktop,Samsung Internet,185
3265,2022-11-08T19:36:18,,session_20293,cart,,,desktop,Samsung Internet,970
3266,2024-04-10T02:21:53,266,session_97952,category,,,tablet,Chrome,1025
3267,2021-10-29T16:52:16,,session_67069,search,,,desktop,Samsung Internet,1796
3268,2022-07-15T02:26:56,,session_72404,checkout,,,tablet,Firefox,1140
3269,2020-10-19T09:01:32,1399,session_90388,account,,,tablet,Edge,204
3270,2024-08-27T00:04:34,1515,session_16770,checkout,,,mobile,Firefox,315
3271,2023-05-06T22:26:42,4572,session_36289,checkout,,,mobile,Edge,1578
3272,2021-10-11T16:03:20,2926,session_46833,cart,,,desktop,Edge,1043
3273,2022-05-25T06:33:32,1802,session_46640,product_detail,50,95,desktop,Firefox,537
3274,2023-03-25T19:13:41,,session_28071,checkout,,,desktop,Samsung Internet,1077
3275,2021-12-02T09:01:12,,session_60262,category,,,mobile,Samsung Internet,780
3276,2020-12-09T19:52:23,,session_55548,checkout,,,desktop,Samsung Internet,1415
3277,2022-12-03T01:31:04,1328,session_27374,account,,,desktop,Safari,906
3278,2020-04-25T02:32:06,,session_54344,search,,,,,939
3279,2023-07-09T07:57:54,,session_54666,account,,,mobile,Safari,1226
3280,2021-01-04T08:40:06,,session_52462,category,,,mobile,Edge,1319
3281,2022-06-23T17:42:29,,session_74388,account,,,tablet,Safari,1493
3282,2024-08-23T11:39:58,4862,session_28755,checkout,,,mobile,Safari,214
3283,2021-10-16T08:33:53,4131,session_83368,account,,,tablet,Samsung Internet,559
3284,2020-08-03T01:41:26,,session_79643,account,,,desktop,Chrome,797
3285,2021-01-10T17:25:08,,session_78590,search,,,tablet,Edge,1262
3286,2024-08-08T21:47:18,4861,session_98649,category,,,,,570
3287,2020-10-03T21:03:18,,session_44341,cart,,,desktop,Firefox,192
3288,2020-02-01T08:35:05,,session_67207,home,,,desktop,Safari,1335
3289,2021-06-14T12:52:27,,session_99008,category,,,tablet,Edge,1196
3290,2022-08-09T17:38:50,,session_18394,search,,,mobile,Edge,523
3291,2022-03-16T13:16:43,,session_66373,category,,,tablet,Samsung Internet,1098
3292,2023-12-09T22:41:08,4962,session_54915,category,,,mobile,Edge,385
3293,2022-08-02T08:00:52,1007,session_70965,home,,,desktop,Chrome,1527
3294,2023-09-22T06:59:10,1092,session_54628,product_detail,3,,tablet,Edge,1023
3295,2021-09-14T03:31:18,,session_67157,product_detail,26,,desktop,Samsung Internet,970
3296,2020-03-23T17:46:10,,session_67147,product_detail,10,,mobile,Safari,435
3297,2023-03-24T07:25:21,,session_40922,checkout,,,mobile,Safari,365
3298,2022-11-09T10:51:48,3197,session_45497,cart,,,desktop,Safari,1249
3299,2030-01-01T00:00:00,,session_78162,checkout,,,mobile,Chrome,570
3300,2022-02-09T13:10:40,,session_54966,checkout,,,desktop,Edge,1120
3301,2023-01-08T23:09:14,,session_76340,home,,,desktop,Safari,898
3302,2021-11-26T21:18:03,,session_54889,category,,,tablet,Chrome,922
3303,2020-09-09T23:31:31,,session_66367,home,,,desktop,Chrome,817
3304,2022-04-27T14:35:50,,session_2791,account,,,tablet,Chrome,1054
3305,2024-10-13T19:19:57,2450,session_45097,product_detail,40,,tablet,Firefox,425
3306,2020-07-09T11:44:33,,session_33637,home,,,desktop,Firefox,1191
3307,2022-01-17T13:47:55,1322,session_16701,cart,,,tablet,Edge,73
3308,2023-09-05T05:19:07,3044,session_2441,home,,,tablet,Chrome,145
3309,2023-02-28T16:32:13,,session_86450,account,,,,,1583
3310,2023-11-19T14:39:02,,session_18044,category,,,mobile,Edge,1632
3311,2023-11-20T23:13:29,,session_24198,account,,,mobile,Safari,99
3312,2022-08-11T07:37:35,,session_124,product_detail,31,,tablet,Firefox,359
3313,2024-02-11T03:29:24,1863,session_40302,category,,,tablet,Edge,1339
3314,2021-05-24T11:26:19,3420,session_39979,home,,,mobile,Samsung Internet,1413
3315,2021-01-16T01:46:16,,session_16328,checkout,,,desktop,Chrome,1219
3316,2024-09-06T03:40:56,3061,session_98011,category,,,desktop,Chrome,1678
3317,2021-11-28T14:39:48,,session_55488,product_detail,24,,mobile,Chrome,371
3318,2022-02-13T13:27:04,3681,session_6427,cart,,,desktop,Samsung Internet,957
3319,2023-12-12T00:04:23,,session_98659,category,,,tablet,Samsung Internet,433
3320,2024-11-09T20:45:58,4930,session_38431,search,,,desktop,Edge,400
3321,2022-10-14T03:04:21,4551,session_18008,cart,,,tablet,Edge,1372
3322,2024-03-25T05:10:49,1506,session_40816,category,,,tablet,Safari,551
3323,2024-06-21T13:05:05,4812,session_13485,search,,,desktop,Samsung Internet,916
3324,2020-05-13T20:55:19,,session_70531,home,,,mobile,Safari,212
3325,2022-02-02T11:34:17,,session_60081,account,,,mobile,Samsung Internet,1139
3326,2021-02-17T14:59:01,1946,session_18488,product_detail,57,338,desktop,Samsung Internet,1166
3327,2021-08-22T05:19:56,,session_39391,account,,,desktop,Firefox,76
3328,2024-12-30T06:57:26,1601,session_23516,account,,,tablet,Samsung Internet,312
3329,2020-06-19T12:52:08,,session_81129,account,,,tablet,Safari,1384
3330,2020-03-03T08:12:41,,session_99639,search,,,desktop,Edge,1776
3331,2022-02-21T19:40:40,,session_9309,product_detail,17,,desktop,Edge,1142
3332,2021-09-09T17:08:24,,session_16071,search,,,desktop,Edge,-1358
3333,2024-03-25T02:29:39,,session_50918,category,,,tablet,Edge,1415
3334,2023-05-26T00:41:45,,session_79188,account,,,desktop,Edge,157
3335,2022-10-17T09:30:01,,session_58880,home,,,mobile,Firefox,616
3336,2024-10-23T23:19:25,,session_37424,search,,,mobile,Samsung Internet,668
3337,2030-01-01T00:00:00,2551,session_86816,checkout,,,tablet,Firefox,-675
3338,2021-02-17T20:54:20,,session_6781,search,,,mobile,Safari,1044
3339,2021-01-24T20:46:21,,session_71295,account,,,desktop,Firefox,817
3340,2020-03-01T07:53:24,,session_33338,home,,,mobile,Chrome,515
3341,2020-07-15T05:10:41,,session_18450,product_detail,43,88,desktop,Chrome,135
3342,2020-02-06T15:12:38,,session_89045,cart,,,tablet,Safari,1582
3343,2022-04-26T13:25:15,4411,session_78213,category,,,tablet,Chrome,1487
3344,2021-07-22T00:30:00,1798,session_47696,category,,,desktop,Safari,102
3345,2021-08-17T10:56:11,,session_75727,category,,,desktop,Edge,1783
3346,2024-03-08T12:53:49,970,session_1565,category,,,mobile,Samsung Internet,1346
3347,2024-03-04T22:06:43,2417,session_31496,checkout,,,,,76
3348,2024-05-12T06:20:55,,session_67368,cart,,,tablet,Safari,781
3349,2020-08-14T23:49:16,,session_57058,account,,,tablet,Samsung Internet,1100
3350,2020-01-13T18:15:17,,session_27310,cart,,,,,871
3351,2020-07-16T14:27:51,,session_5372,category,,,tablet,Edge,1176
3352,2023-07-29T09:03:40,603,session_22265,search,,,mobile,Chrome,183
3353,2022-04-23T21:57:29,,session_31941,cart,,,mobile,Chrome,548
3354,2020-11-15T11:42:53,,session_78814,search,,,tablet,Samsung Internet,649
3355,2022-12-08T15:46:30,3227,session_98330,product_detail,48,,desktop,Safari,1310
3356,2024-08-16T23:21:35,,session_10264,search,,,mobile,Safari,541
3357,2022-05-29T12:07:27,516,session_25404,home,,,desktop,Edge,1225
3358,2021-11-08T21:10:22,3683,session_40215,cart,,,tablet,Samsung Internet,693
3359,2024-08-19T21:12:32,,session_52944,search,,,mobile,Firefox,366
3360,2024-03-14T10:29:47,4140,session_82647,cart,,,tablet,Chrome,61
3361,2020-09-26T18:43:32,,session_51413,home,,,tablet,Chrome,1049
3362,2021-07-16T16:01:05,,session_2406,home,,,desktop,Samsung Internet,1672
3363,2023-08-24T13:33:44,2525,session_42080,home,,,tablet,Firefox,1776
3364,2022-02-01T06:00:56,,session_51254,cart,,,tablet,Firefox,1236
3365,2024-03-08T14:41:28,3944,session_78589,category,,,,,1793
3366,2022-04-29T11:34:26,,session_79218,checkout,,,desktop,Firefox,1706
3367,2022-03-13T10:16:13,,session_62509,cart,,,desktop,Firefox,680
3368,2020-03-10T05:17:57,,session_91865,search,,,desktop,Chrome,281
3369,2022-01-19T02:46:08,,session_3499,checkout,,,desktop,Chrome,1385
3370,2021-10-27T17:26:08,1111,session_53028,checkout,,,mobile,Edge,1515
3371,2020-09-09T10:45:17,,session_98606,home,,,desktop,Firefox,795
3372,2021-02-16T22:58:54,,session_48844,search,,,mobile,Firefox,1425
3373,2023-12-21T21:21:44,3850,session_41200,checkout,,,mobile,Samsung Internet,1049
3374,2024-09-16T17:20:29,726,session_84084,product_detail,37,783,mobile,Samsung Internet,1627
3375,2022-04-26T00:45:37,2849,session_93944,checkout,,,desktop,Edge,651
3376,2020-05-13T05:48:43,,session_94052,account,,,tablet,Firefox,1399
3377,2022-08-23T16:23:31,4222,session_70459,search,,,tablet,Chrome,1742
3378,2024-09-15T21:49:36,,session_24366,checkout,,,tablet,Samsung Internet,661
3379,2020-04-22T03:26:37,,session_15695,home,,,desktop,Firefox,1444
3380,2024-05-16T22:32:46,,session_21490,search,,,tablet,Firefox,1771
3381,2022-03-05T13:39:30,1168,session_64756,cart,,,mobile,Chrome,184
3382,2021-10-13T13:13:50,,session_18440,search,,,,,1628
3383,2020-06-18T05:00:51,,session_86501,account,,,tablet,Samsung Internet,1650
3384,2020-12-14T02:08:41,,session_645,checkout,,,desktop,Safari,129
3385,2020-08-05T13:55:19,,session_77617,cart,,,tablet,Firefox,1548
3386,2021-09-24T19:45:11,,session_26212,category,,,tablet,Samsung Internet,1268
3387,2023-01-22T21:25:22,,session_39116,cart,,,mobile,Chrome,267
3388,2021-09-21T06:49:58,,session_53269,cart,,,mobile,Firefox,1318
3389,2021-10-29T06:21:56,,session_84996,account,,,desktop,Safari,1521
3390,2024-08-29T15:47:42,4672,session_84491,cart,,,,,190
3391,2022-12-15T07:03:20,4479,session_35326,home,,,tablet,Safari,196
3392,2023-04-01T11:09:34,,session_54963,account,,,mobile,Edge,891
3393,2030-01-01T00:00:00,2022,session_31056,cart,,,desktop,Samsung Internet,162
3394,2022-08-15T07:02:33,,session_60874,category,,,tablet,Chrome,545
3395,2021-07-13T13:47:12,,session_79747,search,,,tablet,Safari,486
3396,2024-10-25T10:54:26,,session_15838,search,,,desktop,Safari,565
3397,2021-01-06T21:37:27,,session_84604,account,,,tablet,Firefox,660
3398,2020-10-01T10:10:12,,session_75197,category,,,desktop,Samsung Internet,927
3399,2021-08-21T07:45:44,,session_72321,checkout,,,mobile,Safari,789
3400,2022-11-12T07:40:58,,session_43784,product_detail,29,,mobile,Chrome,1625
3401,2022-01-21T00:00:30,,session_30056,category,,,tablet,Edge,527
3402,2020-10-19T08:15:27,,session_57216,home,,,desktop,Safari,703
3403,2023-04-29T06:41:38,1068,session_86447,cart,,,mobile,Firefox,171
3404,2021-12-24T14:31:48,,session_64768,account,,,tablet,Safari,-722
3405,2022-01-03T12:19:27,,session_62127,checkout,,,mobile,Safari,1512
3406,2023-04-04T05:27:20,1205,session_2252,account,,,desktop,Samsung Internet,1079
3407,2030-01-01T00:00:00,3904,session_52907,product_detail,17,,tablet,Firefox,1626
3408,2023-09-07T17:53:15,,session_65721,account,,,desktop,Firefox,424
3409,2030-01-01T00:00:00,,session_48624,search,,,tablet,Chrome,974
3410,2022-12-17T01:19:37,3035,session_50302,category,,,,,1753
3411,2022-11-02T06:21:13,,session_28392,account,,,mobile,Firefox,1721
3412,2030-01-01T00:00:00,,session_7228,checkout,,,mobile,Chrome,1241
3413,2021-09-07T21:47:25,,session_44140,search,,,desktop,Samsung Internet,1181
3414,2024-11-22T06:25:35,1740,session_51317,cart,,,tablet,Safari,1560
3415,2021-02-21T16:03:40,,session_31066,cart,,,desktop,Samsung Internet,1003
3416,2022-08-05T01:38:20,,session_32673,product_detail,28,142,mobile,Safari,1623
3417,2021-06-24T14:43:28,,session_58350,account,,,,,1795
3418,2022-11-23T03:57:06,,session_5808,account,,,,,193
3419,2023-05-30T14:24:47,,session_15682,category,,,mobile,Samsung Internet,1738
3420,2024-06-29T00:49:21,2361,session_3967,product_detail,42,968,tablet,Firefox,896
3421,2021-02-16T18:56:42,,session_72057,home,,,desktop,Firefox,1081
3422,2024-07-10T10:52:52,,session_3229,home,,,mobile,Chrome,383
3423,2021-09-16T09:13:53,,session_38338,cart,,,desktop,Samsung Internet,1195
3424,2021-07-16T03:10:46,1819,session_56996,checkout,,,desktop,Firefox,496
3425,2024-04-09T02:25:34,,session_37372,account,,,,,435
3426,2020-04-30T20:39:08,,session_17974,category,,,desktop,Chrome,1452
