transaction_id,user_id,product_id,transaction_date,quantity,price,subtotal,tax,shipping,discount,discount_code,total,payment_method,status,campaign_id,created_at
1897,464,11,2024-08-02T00:00:00,1,1276,2878,230.24,0,0,,3108.24,paypal,completed,783,2024-08-02T00:00:00
1897,464,4,2024-08-02T00:00:00,1,243,2878,230.24,0,0,,3108.24,paypal,completed,783,2024-08-02T00:00:00
1897,464,37,2024-08-02T00:00:00,1,252,2878,230.24,0,0,,3108.24,paypal,completed,783,2024-08-02T00:00:00
1898,464,17,2024-08-09T00:00:00,1,88,302,24.16,0,0,,326.16,,refunded,606,2024-08-09T00:00:00
1898,464,27,2024-08-09T00:00:00,1,63,302,24.16,0,0,,326.16,,refunded,606,2024-08-09T00:00:00
1898,464,16,2024-08-09T00:00:00,1,88,302,24.16,0,0,,326.16,,refunded,606,2024-08-09T00:00:00
1898,464,27,2024-08-09T00:00:00,1,63,302,24.16,0,0,,326.16,,refunded,606,2024-08-09T00:00:00
1899,464,37,2024-11-21T00:00:00,1,252,252,20.16,0,0,,272.16,paypal,completed,,2024-11-21T00:00:00
1900,464,36,2024-09-15T00:00:00,1,53,53,4.24,0,0,,57.24,google_pay,completed,,2024-09-15T00:00:00
1901,464,33,2024-07-27T00:00:00,1,262,829,66.32,0,0,,895.3199999999999,paypal,completed,1080,2024-07-27T00:00:00
1901,464,37,2024-07-27T00:00:00,1,252,829,66.32,0,0,,895.3199999999999,paypal,completed,1080,2024-07-27T00:00:00
1901,464,37,2024-07-27T00:00:00,1,252,829,66.32,0,0,,895.3199999999999,paypal,completed,1080,2024-07-27T00:00:00
1901,464,30,2024-07-27T00:00:00,1,63,829,66.32,0,0,,895.3199999999999,paypal,completed,1080,2024-07-27T00:00:00
1902,465,30,2023-11-10T00:00:00,1,63,498,39.84,0,0,,537.84,debit_card,completed,,2023-11-10T00:00:00
1902,465,14,2023-11-10T00:00:00,1,150,498,39.84,0,0,,537.84,debit_card,completed,,2023-11-10T00:00:00
1902,465,32,2023-11-10T00:00:00,1,285,498,39.84,0,0,,537.84,debit_card,completed,,2023-11-10T00:00:00
1903,465,45,2024-08-28T00:00:00,1,244,244,19.52,0,59.13,FLASH20,204.39,,completed,,2024-08-28T00:00:00
1904,465,11,2024-02-29T00:00:00,1,1276,1618,129.44,0,0,,1747.44,paypal,completed,,2024-02-29T00:00:00
1904,465,3,2024-02-29T00:00:00,1,342,1618,129.44,0,0,,1747.44,paypal,completed,,2024-02-29T00:00:00
1905,466,18,2022-12-09T00:00:00,1,80,80,6.4,0,11.88,WELCOME,74.52000000000001,google_pay,completed,,2022-12-09T00:00:00
1906,466,5,2022-10-26T00:00:00,1,604,604,48.32,0,0,,652.32,paypal,completed,727,2022-10-26T00:00:00
1907,466,11,2024-10-08T00:00:00,1,1276,1276,102.08,0,0,,1378.08,credit_card,completed,,2024-10-08T00:00:00
1908,466,20,2022-09-21T00:00:00,1,67,105,8.4,0,0,,113.4,credit_card,completed,,2022-09-21T00:00:00
1908,466,25,2022-09-21T00:00:00,1,38,105,8.4,0,0,,113.4,credit_card,completed,,2022-09-21T00:00:00
1909,466,61,2024-02-22T00:00:00,1,25,455,36.4,0,0,,491.4,debit_card,completed,127,2024-02-22T00:00:00
1909,466,51,2024-02-22T00:00:00,1,398,455,36.4,0,0,,491.4,debit_card,completed,127,2024-02-22T00:00:00
1909,466,59,2024-02-22T00:00:00,1,32,455,36.4,0,0,,491.4,debit_card,completed,127,2024-02-22T00:00:00
1910,467,15,2024-08-31T00:00:00,1,168,168,13.44,0,0,,181.44,credit_card,completed,687,2024-08-31T00:00:00
1911,467,13,2024-12-18T00:00:00,1,143,143,11.44,0,0,,154.44,paypal,completed,715,2024-12-18T00:00:00
1912,467,46,2024-01-06T00:00:00,1,309,309,24.72,0,0,,333.72,credit_card,cancelled,,2024-01-06T00:00:00
1564,467,10,2024-01-19T00:00:00,1,1454,1844,147.52,0,0,,1991.52,,completed,,2024-01-19T00:00:00
1564,467,60,2024-01-19T00:00:00,1,20,1844,147.52,0,0,,1991.52,,completed,,2024-01-19T00:00:00
1564,467,37,2024-01-19T00:00:00,1,252,1844,147.52,0,0,,1991.52,,completed,,2024-01-19T00:00:00
1564,467,29,2024-01-19T00:00:00,1,118,1844,147.52,0,0,,1991.52,,completed,,2024-01-19T00:00:00
1914,468,6,2023-01-24T00:00:00,1,256,256,20.48,0,0,,276.48,apple_pay,completed,,2023-01-24T00:00:00
1451,468,60,2023-04-18T00:00:00,1,20,57,4.56,0,0,,61.56,debit_card,completed,1103,2023-04-18T00:00:00
1451,468,55,2023-04-18T00:00:00,1,37,57,4.56,0,0,,61.56,debit_card,completed,1103,2023-04-18T00:00:00
1916,468,56,2023-10-24T00:00:00,1,27,65,5.2,0,0,,70.2,google_pay,completed,,2023-10-24T00:00:00
1916,468,58,2023-10-24T00:00:00,1,38,65,5.2,0,0,,70.2,google_pay,completed,,2023-10-24T00:00:00
1917,469,44,2024-12-29T00:00:00,1,375,769,61.52,0,0,,830.52,apple_pay,completed,,2024-12-29T00:00:00
1917,469,41,2024-12-29T00:00:00,1,394,769,61.52,0,0,,830.52,apple_pay,completed,,2024-12-29T00:00:00
1918,470,59,2024-09-01T00:00:00,1,32,98,7.84,0,0,,105.84,google_pay,cancelled,1460,2024-09-01T00:00:00
1918,470,24,2024-09-01T00:00:00,1,66,98,7.84,0,0,,105.84,google_pay,cancelled,1460,2024-09-01T00:00:00
1919,470,33,2023-11-08T00:00:00,1,262,1500,120.0,0,0,,1620.0,debit_card,completed,1261,2023-11-08T00:00:00
1919,470,2,2023-11-08T00:00:00,1,1238,1500,120.0,0,0,,1620.0,debit_card,completed,1261,2023-11-08T00:00:00
1920,470,22,2023-09-04T00:00:00,1,25,25,2.0,8.0,0,,35.0,paypal,completed,861,2023-09-04T00:00:00
1921,470,51,2024-09-13T00:00:00,1,398,398,31.84,0,0,,429.84,google_pay,completed,,2024-09-13T00:00:00
1922,470,50,2023-09-30T00:00:00,1,327,327,26.16,0,0,,353.16,credit_card,completed,,2023-09-30T00:00:00
1923,470,28,2024-09-18T00:00:00,1,32,165,13.2,0,0,,178.2,credit_card,completed,170,2024-09-18T00:00:00
1923,470,34,2024-09-18T00:00:00,1,70,165,13.2,0,0,,178.2,credit_card,completed,170,2024-09-18T00:00:00
1923,470,30,2024-09-18T00:00:00,1,63,165,13.2,0,0,,178.2,credit_card,completed,170,2024-09-18T00:00:00
1924,471,52,2024-07-12T00:00:00,1,50,75,6.0,0,0,,81.0,credit_card,completed,,2024-07-12T00:00:00
1924,471,61,2024-07-12T00:00:00,1,25,75,6.0,0,0,,81.0,credit_card,completed,,2024-07-12T00:00:00
1925,471,13,2024-08-31T00:00:00,1,143,143,11.44,0,0,,154.44,apple_pay,completed,,2024-08-31T00:00:00
1926,472,42,2021-09-20T00:00:00,1,221,221,17.68,0,0,,238.68,google_pay,completed,,2021-09-20T00:00:00
1927,472,40,2024-09-28T00:00:00,1,129,560,44.8,0,0,,604.8,credit_card,completed,,2024-09-28T00:00:00
1927,472,48,2024-09-28T00:00:00,1,431,560,44.8,0,0,,604.8,credit_card,completed,,2024-09-28T00:00:00
1928,472,37,2021-10-04T00:00:00,1,252,536,42.88,0,0,,578.88,google_pay,completed,,2021-10-04T00:00:00
1928,472,59,2021-10-04T00:00:00,1,32,536,42.88,0,0,,578.88,google_pay,completed,,2021-10-04T00:00:00
1928,472,37,2021-10-04T00:00:00,1,252,536,42.88,0,0,,578.88,google_pay,completed,,2021-10-04T00:00:00
1929,472,50,2023-11-26T00:00:00,1,327,327,26.16,0,0,,353.16,credit_card,completed,,2023-11-26T00:00:00
1930,472,16,2024-12-14T00:00:00,1,88,468,37.44,0,0,,505.44,google_pay,completed,716,2024-12-14T00:00:00
1930,472,3,2024-12-14T00:00:00,1,342,468,37.44,0,0,,505.44,google_pay,completed,716,2024-12-14T00:00:00
1930,472,25,2024-12-14T00:00:00,1,38,468,37.44,0,0,,505.44,google_pay,completed,716,2024-12-14T00:00:00
1931,473,45,2022-04-15T00:00:00,1,244,529,42.32,0,67.96,SAVE10,503.36000000000007,debit_card,completed,,2022-04-15T00:00:00
1931,473,32,2022-04-15T00:00:00,1,285,529,42.32,0,67.96,SAVE10,503.36000000000007,debit_card,completed,,2022-04-15T00:00:00
1932,473,48,2023-03-19T00:00:00,1,431,932,74.56,0,0,,1006.56,google_pay,completed,,2023-03-19T00:00:00
1932,473,34,2023-03-19T00:00:00,1,70,932,74.56,0,0,,1006.56,google_pay,completed,,2023-03-19T00:00:00
1932,473,48,2023-03-19T00:00:00,1,431,932,74.56,0,0,,1006.56,google_pay,completed,,2023-03-19T00:00:00
1933,473,41,2024-03-07T00:00:00,1,394,844,67.52,0,0,,911.52,google_pay,completed,,2024-03-07T00:00:00
1933,473,43,2024-03-07T00:00:00,1,450,844,67.52,0,0,,911.52,google_pay,completed,,2024-03-07T00:00:00
1934,474,17,2023-02-27T00:00:00,1,88,358,28.64,0,0,,386.64,credit_card,completed,668,2023-02-27T00:00:00
1934,474,9,2023-02-27T00:00:00,1,270,358,28.64,0,0,,386.64,credit_card,completed,668,2023-02-27T00:00:00
1935,474,46,2023-08-15T00:00:00,1,309,620,49.6,0,0,,669.6,credit_card,completed,,2023-08-15T00:00:00
1935,474,21,2023-08-15T00:00:00,1,143,620,49.6,0,0,,669.6,credit_card,completed,,2023-08-15T00:00:00
1935,474,15,2023-08-15T00:00:00,1,168,620,49.6,0,0,,669.6,credit_card,completed,,2023-08-15T00:00:00
1936,474,46,2024-03-01T00:00:00,1,309,309,24.72,0,0,,333.72,debit_card,cancelled,,2024-03-01T00:00:00
1937,474,45,2024-12-26T00:00:00,1,244,244,19.52,0,0,,263.52,google_pay,completed,,2024-12-26T00:00:00
1938,474,37,2024-09-08T00:00:00,1,252,252,20.16,0,0,,272.16,credit_card,completed,,2024-09-08T00:00:00
1939,475,24,2024-02-05T00:00:00,1,66,516,41.28,0,0,,557.28,apple_pay,completed,998,2024-02-05T00:00:00
1939,475,43,2024-02-05T00:00:00,1,450,516,41.28,0,0,,557.28,apple_pay,completed,998,2024-02-05T00:00:00
1940,475,7,2023-12-15T00:00:00,1,1411,1554,124.32,0,0,,1678.32,credit_card,completed,,2023-12-15T00:00:00
1940,475,21,2023-12-15T00:00:00,1,143,1554,124.32,0,0,,1678.32,credit_card,completed,,2023-12-15T00:00:00
1941,475,32,2023-12-26T00:00:00,1,285,285,22.8,0,0,,307.8,paypal,completed,,2023-12-26T00:00:00
1942,475,16,2023-11-14T00:00:00,1,88,88,7.04,0,0,,95.04,paypal,completed,420,2023-11-14T00:00:00
1943,476,4,2024-11-22T00:00:00,1,243,306,24.48,0,0,,330.48,paypal,cancelled,,2024-11-22T00:00:00
1943,476,27,2024-11-22T00:00:00,1,63,306,24.48,0,0,,330.48,paypal,cancelled,,2024-11-22T00:00:00
1944,476,4,2024-11-07T00:00:00,1,243,499,39.92,0,0,,538.92,apple_pay,completed,310,2024-11-07T00:00:00
1944,476,6,2024-11-07T00:00:00,1,256,499,39.92,0,0,,538.92,apple_pay,completed,310,2024-11-07T00:00:00
1945,476,53,2024-11-14T00:00:00,1,18,18,1.44,8.0,0,,27.44,debit_card,completed,,2024-11-14T00:00:00
1946,478,23,2023-03-08T00:00:00,1,65,700,56.0,0,0,,756.0,paypal,completed,830,2023-03-08T00:00:00
1946,478,20,2023-03-08T00:00:00,1,67,700,56.0,0,0,,756.0,paypal,completed,830,2023-03-08T00:00:00
1946,478,43,2023-03-08T00:00:00,1,450,700,56.0,0,0,,756.0,paypal,completed,830,2023-03-08T00:00:00
1946,478,29,2023-03-08T00:00:00,1,118,700,56.0,0,0,,756.0,paypal,completed,830,2023-03-08T00:00:00
1947,478,32,2024-08-17T00:00:00,1,285,403,32.24,0,0,,435.24,apple_pay,pending,610,2024-08-17T00:00:00
1947,478,29,2024-08-17T00:00:00,1,118,403,32.24,0,0,,435.24,apple_pay,pending,610,2024-08-17T00:00:00
284,480,29,2023-11-14T00:00:00,1,118,508,40.64,0,0,,548.64,debit_card,completed,,2023-11-14T00:00:00
284,480,50,2023-11-14T00:00:00,1,327,508,40.64,0,0,,548.64,debit_card,completed,,2023-11-14T00:00:00
284,480,30,2023-11-14T00:00:00,1,63,508,40.64,0,0,,548.64,debit_card,completed,,2023-11-14T00:00:00
1949,480,29,2023-01-30T00:00:00,1,118,511,40.88,0,0,,551.88,paypal,completed,,2023-01-30T00:00:00
1949,480,37,2023-01-30T00:00:00,1,252,511,40.88,0,0,,551.88,paypal,completed,,2023-01-30T00:00:00
1949,480,36,2023-01-30T00:00:00,1,53,511,40.88,0,0,,551.88,paypal,completed,,2023-01-30T00:00:00
1949,480,17,2023-01-30T00:00:00,1,88,511,40.88,0,0,,551.88,paypal,completed,,2023-01-30T00:00:00
1950,480,37,2024-08-11T00:00:00,1,252,2003,160.24,0,0,,2163.24,credit_card,completed,783,2024-08-11T00:00:00
1950,480,10,2024-08-11T00:00:00,1,1454,2003,160.24,0,0,,2163.24,credit_card,completed,783,2024-08-11T00:00:00
1950,480,54,2024-08-11T00:00:00,1,12,2003,160.24,0,0,,2163.24,credit_card,completed,783,2024-08-11T00:00:00
1950,480,32,2024-08-11T00:00:00,1,285,2003,160.24,0,0,,2163.24,credit_card,completed,783,2024-08-11T00:00:00
1951,481,22,2022-02-20T00:00:00,1,25,168,13.44,0,0,,181.44,credit_card,completed,1328,2022-02-20T00:00:00
1951,481,13,2022-02-20T00:00:00,1,143,168,13.44,0,0,,181.44,credit_card,completed,1328,2022-02-20T00:00:00
1952,481,5,2024-02-02T00:00:00,1,604,604,48.32,0,0,,652.32,apple_pay,completed,,2024-02-02T00:00:00
1953,481,22,2024-04-17T00:00:00,1,25,356,28.48,0,0,,384.48,debit_card,completed,789,2024-04-17T00:00:00
1953,481,31,2024-04-17T00:00:00,1,243,356,28.48,0,0,,384.48,debit_card,completed,789,2024-04-17T00:00:00
1953,481,16,2024-04-17T00:00:00,1,88,356,28.48,0,0,,384.48,debit_card,completed,789,2024-04-17T00:00:00
1954,482,6,2023-11-02T00:00:00,1,256,256,20.48,0,0,,276.48,google_pay,completed,,2023-11-02T00:00:00
1955,482,32,2023-12-31T00:00:00,1,285,285,22.8,0,0,,307.8,apple_pay,completed,,2023-12-31T00:00:00
1956,482,25,2023-12-26T00:00:00,1,38,181,14.48,0,0,,195.48,google_pay,completed,,2023-12-26T00:00:00
1956,482,21,2023-12-26T00:00:00,1,143,181,14.48,0,0,,195.48,google_pay,completed,,2023-12-26T00:00:00
1957,482,6,2024-10-23T00:00:00,1,256,650,52.0,0,69.79,VIP15,632.21,apple_pay,completed,,2024-10-23T00:00:00
1957,482,41,2024-10-23T00:00:00,1,394,650,52.0,0,69.79,VIP15,632.21,apple_pay,completed,,2024-10-23T00:00:00
1958,482,47,2023-12-28T00:00:00,1,122,122,9.76,0,0,,131.76,debit_card,completed,,2023-12-28T00:00:00
1959,482,22,2024-07-19T00:00:00,1,25,25,2.0,8.0,0,,35.0,apple_pay,completed,,2024-07-19T00:00:00
1960,483,36,2024-11-04T00:00:00,1,53,53,4.24,0,0,,57.24,debit_card,completed,,2024-11-04T00:00:00
1961,483,26,2024-10-06T00:00:00,1,-182,0,0.0,8.0,0,,8.0,apple_pay,completed,,2024-10-06T00:00:00
1962,483,46,2024-11-13T00:00:00,1,309,309,24.72,0,0,,333.72,apple_pay,completed,,2024-11-13T00:00:00
1963,483,44,2024-07-14T00:00:00,1,375,1348,107.84,0,0,,1455.84,credit_card,cancelled,404,2024-07-14T00:00:00
1963,483,56,2024-07-14T00:00:00,1,27,1348,107.84,0,0,,1455.84,credit_card,cancelled,404,2024-07-14T00:00:00
1963,483,42,2024-07-14T00:00:00,1,221,1348,107.84,0,0,,1455.84,credit_card,cancelled,404,2024-07-14T00:00:00
1963,483,50,2024-07-14T00:00:00,1,327,1348,107.84,0,0,,1455.84,credit_card,cancelled,404,2024-07-14T00:00:00
1963,483,51,2024-07-14T00:00:00,1,398,1348,107.84,0,0,,1455.84,credit_card,cancelled,404,2024-07-14T00:00:00
1964,484,14,2024-04-03T00:00:00,1,150,175,14.0,0,0,,189.0,credit_card,completed,1161,2024-04-03T00:00:00
1964,484,22,2024-04-03T00:00:00,1,25,175,14.0,0,0,,189.0,credit_card,completed,1161,2024-04-03T00:00:00
1965,484,47,2023-04-27T00:00:00,1,122,122,9.76,0,0,,131.76,apple_pay,completed,,2023-04-27T00:00:00
1966,484,40,2023-12-14T00:00:00,1,129,129,10.32,0,0,,139.32,google_pay,completed,,2023-12-14T00:00:00
1967,484,22,2024-07-07T00:00:00,1,25,25,2.0,8.0,0,,35.0,credit_card,completed,,2024-07-07T00:00:00
1968,484,42,2024-10-25T00:00:00,1,221,732,58.56,0,0,,790.56,google_pay,completed,,2024-10-25T00:00:00
1968,484,48,2024-10-25T00:00:00,1,431,732,58.56,0,0,,790.56,google_pay,completed,,2024-10-25T00:00:00
1968,484,18,2024-10-25T00:00:00,1,80,732,58.56,0,0,,790.56,google_pay,completed,,2024-10-25T00:00:00
1969,484,53,2023-05-28T00:00:00,1,18,261,20.88,0,0,,281.88,credit_card,completed,,2023-05-28T00:00:00
1969,484,31,2023-05-28T00:00:00,1,243,261,20.88,0,0,,281.88,credit_card,completed,,2023-05-28T00:00:00
1970,484,30,2024-06-22T00:00:00,1,63,246,19.68,0,0,,265.68,google_pay,completed,,2024-06-22T00:00:00
1970,484,34,2024-06-22T00:00:00,1,70,246,19.68,0,0,,265.68,google_pay,completed,,2024-06-22T00:00:00
1970,484,19,2024-06-22T00:00:00,1,113,246,19.68,0,0,,265.68,google_pay,completed,,2024-06-22T00:00:00
1971,484,21,2024-11-25T00:00:00,1,143,256,20.48,0,0,,276.48,apple_pay,cancelled,,2024-11-25T00:00:00
1971,484,19,2024-11-25T00:00:00,1,113,256,20.48,0,0,,276.48,apple_pay,cancelled,,2024-11-25T00:00:00
1972,484,36,2024-08-11T00:00:00,1,53,53,4.24,0,0,,57.24,google_pay,refunded,,2024-08-11T00:00:00
1973,484,40,2022-09-16T00:00:00,1,129,129,10.32,0,0,,139.32,credit_card,completed,,2022-09-16T00:00:00
1974,484,44,2024-11-18T00:00:00,1,375,923,73.84,0,0,,996.84,paypal,completed,,2024-11-18T00:00:00
1974,484,42,2024-11-18T00:00:00,1,221,923,73.84,0,0,,996.84,paypal,completed,,2024-11-18T00:00:00
1974,484,50,2024-11-18T00:00:00,1,327,923,73.84,0,0,,996.84,paypal,completed,,2024-11-18T00:00:00
1975,485,58,2023-01-28T00:00:00,1,38,349,27.92,0,83.85,SAVE10,293.07000000000005,debit_card,completed,1319,2023-01-28T00:00:00
1975,485,42,2023-01-28T00:00:00,1,221,349,27.92,0,83.85,SAVE10,293.07000000000005,debit_card,completed,1319,2023-01-28T00:00:00
1975,485,23,2023-01-28T00:00:00,1,65,349,27.92,0,83.85,SAVE10,293.07000000000005,debit_card,completed,1319,2023-01-28T00:00:00
1975,485,61,2023-01-28T00:00:00,1,25,349,27.92,0,83.85,SAVE10,293.07000000000005,debit_card,completed,1319,2023-01-28T00:00:00
1976,485,24,2020-10-06T00:00:00,1,66,66,5.28,0,0,,71.28,debit_card,completed,,2020-10-06T00:00:00
1977,485,59,2020-12-31T00:00:00,1,32,61,4.88,0,0,,65.88,google_pay,completed,951,2020-12-31T00:00:00
1977,485,57,2020-12-31T00:00:00,1,29,61,4.88,0,0,,65.88,google_pay,completed,951,2020-12-31T00:00:00
1978,485,55,2022-12-01T00:00:00,1,37,37,2.96,8.0,0,,47.96,credit_card,completed,,2022-12-01T00:00:00
1978,485,39,2022-12-01T00:00:00,1,-262,37,2.96,8.0,0,,47.96,credit_card,completed,,2022-12-01T00:00:00
1979,486,51,2023-04-21T00:00:00,1,398,398,31.84,0,0,,429.84,paypal,completed,1105,2023-04-21T00:00:00
1980,486,28,2021-11-27T00:00:00,1,32,434,34.72,0,0,,468.72,apple_pay,completed,,2021-11-27T00:00:00
1980,486,55,2021-11-27T00:00:00,1,37,434,34.72,0,0,,468.72,apple_pay,completed,,2021-11-27T00:00:00
1980,486,26,2021-11-27T00:00:00,1,-182,434,34.72,0,0,,468.72,apple_pay,completed,,2021-11-27T00:00:00
1980,486,19,2021-11-27T00:00:00,1,113,434,34.72,0,0,,468.72,apple_pay,completed,,2021-11-27T00:00:00
1980,486,37,2021-11-27T00:00:00,1,252,434,34.72,0,0,,468.72,apple_pay,completed,,2021-11-27T00:00:00
1981,486,4,2022-07-21T00:00:00,1,243,1350,108.0,0,0,,1458.0,paypal,completed,,2022-07-21T00:00:00
1981,486,12,2022-07-21T00:00:00,1,1107,1350,108.0,0,0,,1458.0,paypal,completed,,2022-07-21T00:00:00
1982,486,54,2021-07-21T00:00:00,1,12,107,8.56,0,0,,115.56,paypal,completed,679,2021-07-21T00:00:00
1982,486,60,2021-07-21T00:00:00,1,20,107,8.56,0,0,,115.56,paypal,completed,679,2021-07-21T00:00:00
1982,486,55,2021-07-21T00:00:00,1,37,107,8.56,0,0,,115.56,paypal,completed,679,2021-07-21T00:00:00
1982,486,58,2021-07-21T00:00:00,1,38,107,8.56,0,0,,115.56,paypal,completed,679,2021-07-21T00:00:00
1983,486,43,2023-08-29T00:00:00,1,450,450,36.0,0,0,,486.0,credit_card,completed,,2023-08-29T00:00:00
1984,486,39,2024-09-26T00:00:00,1,-262,285,22.8,0,0,,307.8,paypal,completed,592,2024-09-26T00:00:00
1984,486,32,2024-09-26T00:00:00,1,285,285,22.8,0,0,,307.8,paypal,completed,592,2024-09-26T00:00:00
1985,486,44,2023-05-24T00:00:00,1,375,375,30.0,0,0,,405.0,paypal,completed,,2023-05-24T00:00:00
1986,488,50,2024-04-25T00:00:00,1,327,1478,118.24,0,0,,1596.24,paypal,completed,107,2024-04-25T00:00:00
1986,488,47,2024-04-25T00:00:00,1,122,1478,118.24,0,0,,1596.24,paypal,completed,107,2024-04-25T00:00:00
1986,488,50,2024-04-25T00:00:00,1,327,1478,118.24,0,0,,1596.24,paypal,completed,107,2024-04-25T00:00:00
1986,488,44,2024-04-25T00:00:00,1,375,1478,118.24,0,0,,1596.24,paypal,completed,107,2024-04-25T00:00:00
1986,488,50,2024-04-25T00:00:00,1,327,1478,118.24,0,0,,1596.24,paypal,completed,107,2024-04-25T00:00:00
1987,488,23,2024-06-16T00:00:00,1,65,65,5.2,0,0,,70.2,paypal,completed,1367,2024-06-16T00:00:00
1987,488,26,2024-06-16T00:00:00,1,-182,65,5.2,0,0,,70.2,paypal,completed,1367,2024-06-16T00:00:00
1988,488,48,2024-05-14T00:00:00,1,431,431,34.48,0,0,,465.48,apple_pay,completed,409,2024-05-14T00:00:00
1989,489,55,2021-02-11T00:00:00,1,37,527,42.16,0,0,,569.16,apple_pay,completed,659,2021-02-11T00:00:00
1989,489,63,2021-02-11T00:00:00,1,30,527,42.16,0,0,,569.16,apple_pay,completed,659,2021-02-11T00:00:00
1989,489,41,2021-02-11T00:00:00,1,394,527,42.16,0,0,,569.16,apple_pay,completed,659,2021-02-11T00:00:00
1989,489,55,2021-02-11T00:00:00,1,37,527,42.16,0,0,,569.16,apple_pay,completed,659,2021-02-11T00:00:00
1989,489,57,2021-02-11T00:00:00,1,29,527,42.16,0,0,,569.16,apple_pay,completed,659,2021-02-11T00:00:00
1990,489,62,2022-12-04T00:00:00,1,34,465,37.2,0,0,,502.2,debit_card,completed,,2022-12-04T00:00:00
1990,489,48,2022-12-04T00:00:00,1,431,465,37.2,0,0,,502.2,debit_card,completed,,2022-12-04T00:00:00
1991,489,36,2022-01-29T00:00:00,1,53,395,31.6,0,0,,426.6,debit_card,completed,622,2022-01-29T00:00:00
1991,489,3,2022-01-29T00:00:00,1,342,395,31.6,0,0,,426.6,debit_card,completed,622,2022-01-29T00:00:00
1992,489,21,2024-12-12T00:00:00,1,143,143,11.44,0,0,,154.44,,completed,,2024-12-12T00:00:00
1993,489,39,2022-06-29T00:00:00,1,-262,0,0.0,8.0,0,,8.0,credit_card,completed,1300,2022-06-29T00:00:00
1994,489,17,2022-12-31T00:00:00,1,88,296,23.68,0,0,,319.68,apple_pay,completed,,2022-12-31T00:00:00
1994,489,21,2022-12-31T00:00:00,1,143,296,23.68,0,0,,319.68,apple_pay,completed,,2022-12-31T00:00:00
1994,489,23,2022-12-31T00:00:00,1,65,296,23.68,0,0,,319.68,apple_pay,completed,,2022-12-31T00:00:00
1995,489,30,2021-04-07T00:00:00,1,63,63,5.04,0,0,,68.04,paypal,completed,,2021-04-07T00:00:00
1996,490,4,2024-08-21T00:00:00,1,243,585,46.8,0,0,,631.8,debit_card,completed,,2024-08-21T00:00:00
1996,490,3,2024-08-21T00:00:00,1,342,585,46.8,0,0,,631.8,debit_card,completed,,2024-08-21T00:00:00
1996,490,39,2024-08-21T00:00:00,1,-262,585,46.8,0,0,,631.8,debit_card,completed,,2024-08-21T00:00:00
1997,490,30,2024-10-31T00:00:00,1,63,380,30.4,0,0,,410.4,google_pay,completed,170,2024-10-31T00:00:00
1997,490,32,2024-10-31T00:00:00,1,285,380,30.4,0,0,,410.4,google_pay,completed,170,2024-10-31T00:00:00
1997,490,28,2024-10-31T00:00:00,1,32,380,30.4,0,0,,410.4,google_pay,completed,170,2024-10-31T00:00:00
1998,490,23,2024-08-12T00:00:00,1,65,65,5.2,0,0,,70.2,,completed,,2024-08-12T00:00:00
1999,491,7,2024-11-17T00:00:00,1,1411,1411,112.88,0,0,,1523.88,credit_card,completed,,2024-11-17T00:00:00
2000,493,47,2023-03-12T00:00:00,1,122,122,9.76,0,0,,131.76,paypal,completed,,2023-03-12T00:00:00
2001,493,54,2024-12-02T00:00:00,1,12,24,1.92,8.0,0,,33.92,paypal,completed,,2024-12-02T00:00:00
2001,493,54,2024-12-02T00:00:00,1,12,24,1.92,8.0,0,,33.92,paypal,completed,,2024-12-02T00:00:00
2002,493,45,2024-06-30T00:00:00,1,244,244,19.52,0,15.42,SAVE10,248.1,credit_card,completed,,2024-06-30T00:00:00
2003,493,34,2023-04-27T00:00:00,1,70,140,11.2,0,0,,151.2,paypal,pending,,2023-04-27T00:00:00
2003,493,34,2023-04-27T00:00:00,1,70,140,11.2,0,0,,151.2,paypal,pending,,2023-04-27T00:00:00
2004,494,46,2023-09-28T00:00:00,1,309,438,35.04,0,0,,473.04,debit_card,completed,1356,2023-09-28T00:00:00
2004,494,55,2023-09-28T00:00:00,1,37,438,35.04,0,0,,473.04,debit_card,completed,1356,2023-09-28T00:00:00
2004,494,56,2023-09-28T00:00:00,1,27,438,35.04,0,0,,473.04,debit_card,completed,1356,2023-09-28T00:00:00
2004,494,23,2023-09-28T00:00:00,1,65,438,35.04,0,0,,473.04,debit_card,completed,1356,2023-09-28T00:00:00
2005,494,4,2023-09-22T00:00:00,1,243,1350,108.0,0,0,,1458.0,paypal,cancelled,66,2023-09-22T00:00:00
2005,494,12,2023-09-22T00:00:00,1,1107,1350,108.0,0,0,,1458.0,paypal,cancelled,66,2023-09-22T00:00:00
2006,494,62,2023-08-05T00:00:00,1,34,220,17.6,0,0,,237.6,paypal,completed,,2023-08-05T00:00:00
2006,494,35,2023-08-05T00:00:00,1,186,220,17.6,0,0,,237.6,paypal,completed,,2023-08-05T00:00:00
2007,494,13,2024-12-02T00:00:00,1,143,599,47.92,0,0,,646.92,credit_card,completed,,2024-12-02T00:00:00
2007,494,46,2024-12-02T00:00:00,1,309,599,47.92,0,0,,646.92,credit_card,completed,,2024-12-02T00:00:00
2007,494,18,2024-12-02T00:00:00,1,80,599,47.92,0,0,,646.92,credit_card,completed,,2024-12-02T00:00:00
2007,494,20,2024-12-02T00:00:00,1,67,599,47.92,0,0,,646.92,credit_card,completed,,2024-12-02T00:00:00
