campaign_id,campaign_name,campaign_type,platform,product_id,start_date,end_date,budget,actual_spend,impressions,clicks,created_at
373,Influencer - LinkedIn - Apr2023,Influencer,LinkedIn,23,2023-04-26,2023-05-23,51340,55907.45,-16681961,392444,2023-04-13T00:00:00
374,Influencer - LinkedIn - Apr2023,Influencer,LinkedIn,56,2023-04-26,2023-05-23,51340,55907.45,-16681961,392444,2023-04-14T00:00:00
375,Social Media - Instagram - Apr2022,Social Media,Instagram,15,2022-04-29,2022-07-06,10505,11060.55,3646791,116470,2022-04-24T00:00:00
376,Display - Google - May2020,Display,Google,39,2020-05-03,2020-07-27,18295,14588.03,5666943,307847,2020-04-29T00:00:00
377,Display - Google - May2020,Display,Google,38,2020-05-03,2020-07-27,18295,14588.03,5666943,307847,2020-04-28T00:00:00
378,Display - Google - May2020,Display,Google,19,2020-05-03,2020-07-27,18295,14588.03,5666943,307847,2020-04-22T00:00:00
379,Display - Google - May2020,Display,Google,48,2020-05-03,2020-07-27,18295,14588.03,5666943,307847,2020-04-21T00:00:00
380,Display - Google - May2020,Display,Google,27,2020-05-03,2020-07-27,18295,14588.03,5666943,307847,2020-04-24T00:00:00
381,Social Media - TikTok - Apr2021,Social Media,TikTok,52,2021-04-19,2021-05-28,23567,28247.34,4801110,320451,2021-04-18T00:00:00
382,Social Media - TikTok - Apr2021,Social Media,TikTok,49,2021-04-19,2021-05-28,23567,28247.34,4801110,320451,2021-04-06T00:00:00
383,Influencer - Google - Jul2021,Influencer,Google,37,2021-07-23,2021-09-09,71173,62535.51,24800956,287622,2021-07-22T00:00:00
384,Email - Twitter - Apr2023,Email,Twitter,60,2023-04-28,2023-07-27,444,355.6,113721,8831,2023-04-16T00:00:00
385,Influencer - YouTube - May2023,Influencer,YouTube,42,2023-05-01,2023-06-29,40188,38701.39,18066362,1159666,2023-04-21T00:00:00
386,Influencer - YouTube - May2023,Influencer,YouTube,41,2023-05-01,2023-06-29,40188,38701.39,18066362,1159666,2023-04-23T00:00:00
387,Influencer - YouTube - May2023,Influencer,YouTube,47,2023-05-01,2023-06-29,40188,38701.39,18066362,1159666,2023-04-26T00:00:00
388,Video - Instagram - Dec2022,Video,Instagram,37,2022-12-17,2023-01-18,90791,77347.63,7804704,287816,2022-12-14T00:00:00
389,Video - Instagram - Dec2022,Video,Instagram,24,2022-12-17,2023-01-18,90791,77347.63,7804704,287816,2022-12-07T00:00:00
390,Search - LinkedIn - Aug2020,Search,LinkedIn,51,2020-08-27,2020-09-11,91871,69265.53,14660213,838259,2020-08-21T00:00:00
391,Search - LinkedIn - Aug2020,Search,LinkedIn,55,2020-08-27,2020-09-11,91871,69265.53,14660213,838259,2020-08-14T00:00:00
392,Search - LinkedIn - Aug2020,Search,LinkedIn,9,2020-08-27,2020-09-11,91871,69265.53,14660213,838259,2020-08-25T00:00:00
393,Search - LinkedIn - Aug2020,Search,LinkedIn,43,2020-08-27,2020-09-11,91871,69265.53,14660213,838259,2020-08-25T00:00:00
394,Influencer - TikTok - Jul2023,Influencer,TikTok,60,2023-07-16,2023-08-13,34492,28878.18,12868449,570630,2023-07-08T00:00:00
395,Influencer - TikTok - Jul2023,Influencer,TikTok,8,2023-07-16,2023-08-13,34492,28878.18,12868449,570630,2023-07-02T00:00:00
396,Influencer - TikTok - Jul2023,Influencer,TikTok,28,2023-07-16,2023-08-13,34492,28878.18,12868449,570630,2023-07-09T00:00:00
397,Influencer - TikTok - Jul2023,Influencer,TikTok,33,2023-07-16,2023-08-13,34492,28878.18,12868449,570630,2023-07-15T00:00:00
398,Video - TikTok - Jul2021,Video,TikTok,56,2021-07-09,2021-09-16,117096,140100.07,41155419,437204,2021-06-25T00:00:00
399,Video - TikTok - Jul2021,Video,TikTok,29,2021-07-09,2021-09-16,117096,140100.07,41155419,437204,2021-07-07T00:00:00
400,Email - Facebook - Sep2022,Email,Facebook,24,2022-09-05,2022-09-23,6547,7775.02,995725,38182,2022-09-01T00:00:00
401,Email - Facebook - Sep2022,Email,Facebook,13,2022-09-05,2022-09-23,6547,7775.02,995725,38182,2022-09-04T00:00:00
402,Display - LinkedIn - Jun2024,Display,LinkedIn,63,2024-06-10,2024-07-28,3961,3495.91,716294,16277,2024-06-09T00:00:00
403,Display - LinkedIn - Jun2024,Display,LinkedIn,60,2024-06-10,2024-07-28,3961,3495.91,716294,16277,2024-06-06T00:00:00
404,Display - LinkedIn - Jun2024,Display,LinkedIn,56,2024-06-10,2024-07-28,3961,3495.91,716294,16277,2024-06-05T00:00:00
405,Display - LinkedIn - Jun2024,Display,LinkedIn,9,2024-06-10,2024-07-28,3961,3495.91,716294,16277,2024-06-04T00:00:00
406,Influencer - YouTube - May2022,Influencer,YouTube,37,2022-05-14,2022-07-24,75480,70380.73,13193197,518565,2022-05-10T00:00:00
407,Influencer - YouTube - May2022,Influencer,YouTube,29,2022-05-14,2022-07-24,75480,70380.73,13193197,518565,2022-05-07T00:00:00
408,Influencer - YouTube - May2024,Influencer,YouTube,1,2024-05-05,2024-06-11,56711,43686.48,3677599,110587,2024-04-22T00:00:00
409,Influencer - YouTube - May2024,Influencer,YouTube,48,2024-05-05,2024-06-11,56711,43686.48,3677599,110587,2024-04-24T00:00:00
410,Influencer - YouTube - May2024,Influencer,YouTube,33,2024-05-05,2024-06-11,56711,43686.48,3677599,110587,2024-05-02T00:00:00
411,Influencer - YouTube - May2024,Influencer,YouTube,20,2024-05-05,2024-06-11,56711,43686.48,3677599,110587,2024-04-28T00:00:00
412,Display - Google - Feb2021,Display,Google,14,2021-02-26,2021-03-12,15171,17474.54,1821935,22687,2021-02-22T00:00:00
413,Display - Google - Feb2021,Display,Google,56,2021-02-26,2021-03-12,15171,17474.54,1821935,22687,2021-02-21T00:00:00
414,Social Media - Facebook - Feb2024,Social Media,Facebook,35,2024-02-06,2024-02-20,21273,23758.69,1767927,65013,2024-01-26T00:00:00
415,Search - Google - Apr2023,Search,Google,19,2023-04-02,2023-04-13,18846,19049.16,6506607,241022,2023-03-23T00:00:00
416,Email - LinkedIn - Sep2023,Email,LinkedIn,2,2023-09-27,2023-12-06,8664,8677.09,3246153,75381,2023-09-19T00:00:00
417,Email - LinkedIn - Sep2023,Email,LinkedIn,34,2023-09-27,2023-12-06,8664,8677.09,3246153,75381,2023-09-22T00:00:00
418,Email - LinkedIn - Sep2023,Email,LinkedIn,36,2023-09-27,2023-12-06,8664,8677.09,3246153,75381,2023-09-24T00:00:00
419,Email - LinkedIn - Sep2023,Email,LinkedIn,53,2023-09-27,2023-12-06,8664,8677.09,3246153,75381,2023-09-26T00:00:00
420,Email - LinkedIn - Sep2023,Email,LinkedIn,16,2023-09-27,2023-12-06,8664,8677.09,3246153,75381,2023-09-17T00:00:00
421,Email - Twitter - Jun2021,Email,Twitter,57,2021-06-15,2021-06-27,1196,1159.59,448550,19928,2021-06-09T00:00:00
422,Email - Twitter - Jun2021,Email,Twitter,47,2021-06-15,2021-06-27,1196,1159.59,448550,19928,2021-06-01T00:00:00
423,Email - Twitter - Jun2021,Email,Twitter,42,2021-06-15,2021-06-27,1196,1159.59,448550,19928,2021-06-03T00:00:00
424,Display - TikTok - Oct2021,Display,TikTok,54,2021-10-20,2021-12-14,28685,,12421236,257269,2021-10-13T00:00:00
425,Search - YouTube - Jan2024,Search,YouTube,32,2024-01-13,2024-01-20,21752,24910.2,-1634269,60076,2024-01-08T00:00:00
426,Search - YouTube - Jan2024,Search,YouTube,29,2024-01-13,2024-01-20,21752,24910.2,-1634269,60076,2024-01-05T00:00:00
427,Video - Facebook - Nov2023,Video,Facebook,10,2023-11-13,2023-12-01,67801,,3836516,93999,2023-11-12T00:00:00
428,Video - Facebook - Nov2023,Video,Facebook,57,2023-11-13,2023-12-01,67801,,3836516,93999,2023-11-01T00:00:00
429,Video - Facebook - Nov2023,Video,Facebook,62,2023-11-13,2023-12-01,67801,,3836516,93999,2023-11-06T00:00:00
430,Search - Twitter - Jul2022,Search,Twitter,56,2022-07-19,2022-08-09,11123,11084.27,1682150,21256,2022-07-05T00:00:00
431,Search - Twitter - Jul2022,Search,Twitter,9,2022-07-19,2022-08-09,11123,11084.27,1682150,21256,2022-07-12T00:00:00
432,Social Media - Google - Apr2022,Social Media,Google,34,2022-04-24,2022-07-07,13303,15036.1,5377766,300196,2022-04-23T00:00:00
433,Video - Twitter - Sep2021,Video,Twitter,11,2021-09-13,2021-12-05,52111,57705.45,-12967020,776744,2021-09-08T00:00:00
434,Video - Twitter - Sep2021,Video,Twitter,43,2021-09-13,2021-12-05,52111,57705.45,-12967020,776744,2021-09-11T00:00:00
435,Video - Twitter - Sep2021,Video,Twitter,41,2021-09-13,2021-12-05,52111,57705.45,-12967020,776744,2021-09-02T00:00:00
436,Email - LinkedIn - Mar2023,Email,LinkedIn,62,2023-03-28,2023-04-25,5259,4957.87,710691,28102,2023-03-14T00:00:00
437,Email - LinkedIn - Mar2023,Email,LinkedIn,25,2023-03-28,2023-04-25,5259,4957.87,710691,28102,2023-03-17T00:00:00
438,Video - Instagram - Dec2022,Video,Instagram,26,2022-12-18,2023-02-27,87181,91172.35,30278304,830846,2022-12-14T00:00:00
439,Video - Instagram - Dec2022,Video,Instagram,45,2022-12-18,2023-02-27,87181,91172.35,30278304,830846,2022-12-08T00:00:00
440,Display - Twitter - Jul2022,Display,Twitter,46,2022-07-27,2022-09-18,7617,5705.81,646775,25493,2022-07-26T00:00:00
441,Display - Twitter - Jul2022,Display,Twitter,27,2022-07-27,2022-09-18,7617,5705.81,646775,25493,2022-07-24T00:00:00
442,Display - Twitter - Jul2022,Display,Twitter,5,2022-07-27,2022-09-18,7617,5705.81,646775,25493,2022-07-26T00:00:00
443,Display - Twitter - Jul2022,Display,Twitter,48,2022-07-27,2022-09-18,7617,5705.81,646775,25493,2022-07-16T00:00:00
444,Influencer - Instagram - Jun2021,Influencer,Instagram,9,2021-06-05,2021-08-23,44737,52397.11,19962227,797277,2021-06-03T00:00:00
445,Influencer - Instagram - Feb2020,Influencer,Instagram,47,2020-02-02,2020-04-05,15838,14690.69,5948653,387181,2020-01-23T00:00:00
446,Email - Facebook - May2020,Email,Facebook,52,2020-05-14,2020-07-26,5138,3987.49,482621,22625,2020-05-04T00:00:00
447,Email - Facebook - May2020,Email,Facebook,39,2020-05-14,2020-07-26,5138,3987.49,482621,22625,2020-05-07T00:00:00
448,Email - Facebook - May2020,Email,Facebook,44,2020-05-14,2020-07-26,5138,3987.49,482621,22625,2020-05-07T00:00:00
449,Email - Facebook - May2020,Email,Facebook,33,2020-05-14,2020-07-26,5138,3987.49,482621,22625,2020-05-08T00:00:00
450,Email - Facebook - May2020,Email,Facebook,36,2020-05-14,2020-07-26,5138,3987.49,482621,22625,2020-05-10T00:00:00
451,Social Media - TikTok - Jul2021,Social Media,TikTok,30,2021-07-22,2021-09-04,33921,29292.39,11018440,544732,2021-07-20T00:00:00
452,Social Media - TikTok - Jul2021,Social Media,TikTok,34,2021-07-22,2021-09-04,33921,29292.39,11018440,544732,2021-07-17T00:00:00
453,Social Media - TikTok - Jul2021,Social Media,TikTok,32,2021-07-22,2021-09-04,33921,29292.39,11018440,544732,2021-07-09T00:00:00
454,Social Media - TikTok - Jul2021,Social Media,TikTok,53,2021-07-22,2021-09-04,33921,29292.39,11018440,544732,2021-07-18T00:00:00
455,Social Media - TikTok - Jul2021,Social Media,TikTok,40,2021-07-22,2021-09-04,33921,29292.39,11018440,544732,2021-07-17T00:00:00
456,Display - Instagram - Jul2022,Display,Instagram,46,2022-07-08,2022-08-19,11844,13447.1,5329662,224293,2022-06-29T00:00:00
457,Display - Instagram - Jul2022,Display,Instagram,42,2022-07-08,2022-08-19,11844,13447.1,5329662,224293,2022-06-28T00:00:00
458,Display - Instagram - Jul2022,Display,Instagram,51,2022-07-08,2022-08-19,11844,13447.1,5329662,224293,2022-06-29T00:00:00
459,Display - Instagram - Jun2022,Display,Instagram,9,2022-06-15,2022-07-16,27910,,5055638,153606,2022-06-13T00:00:00
460,Display - Instagram - Jun2022,Display,Instagram,33,2022-06-15,2022-07-16,27910,,5055638,153606,2022-06-08T00:00:00
461,Display - Instagram - Jun2022,Display,Instagram,44,2022-06-15,2022-07-16,27910,,5055638,153606,2022-06-02T00:00:00
462,Display - Instagram - Jun2022,Display,Instagram,3,2022-06-15,2022-07-16,27910,,5055638,153606,2022-06-05T00:00:00
463,Display - Instagram - Jun2022,Display,Instagram,19,2022-06-15,2022-07-16,27910,,5055638,153606,2022-06-08T00:00:00
464,Influencer - Twitter - Jun2024,Influencer,Twitter,48,2024-06-28,2024-09-01,8391,7316.31,1931608,68337,2024-06-23T00:00:00
465,Influencer - Twitter - Jun2024,Influencer,Twitter,4,2024-06-28,2024-09-01,8391,7316.31,1931608,68337,2024-06-23T00:00:00
466,Search - YouTube - Jan2022,Search,YouTube,51,2022-01-27,2022-02-24,54278,61574.99,16933727,449448,2022-01-22T00:00:00
467,Search - YouTube - Jan2022,Search,YouTube,43,2022-01-27,2022-02-24,54278,61574.99,16933727,449448,2022-01-19T00:00:00
468,Search - YouTube - Jan2022,Search,YouTube,52,2022-01-27,2022-02-24,54278,61574.99,16933727,449448,2022-01-13T00:00:00
469,Search - YouTube - Jan2022,Search,YouTube,49,2022-01-27,2022-02-24,54278,61574.99,16933727,449448,2022-01-15T00:00:00
470,Search - YouTube - Jan2022,Search,YouTube,60,2022-01-27,2022-02-24,54278,61574.99,16933727,449448,2022-01-21T00:00:00
471,Social Media - YouTube - Oct2020,Social Media,YouTube,42,2020-10-21,2020-11-07,48779,51377.97,12261490,427475,2020-10-07T00:00:00
472,Social Media - YouTube - Oct2020,Social Media,YouTube,28,2020-10-21,2020-11-07,48779,51377.97,12261490,427475,2020-10-09T00:00:00
473,Display - Facebook - Jul2020,Display,Facebook,60,2020-07-16,2020-10-07,6012,6958.93,2490858,72237,2020-07-12T00:00:00
474,Display - Facebook - Jul2020,Display,Facebook,61,2020-07-16,2020-10-07,6012,6958.93,2490858,72237,2020-07-05T00:00:00
475,Display - Facebook - Jul2020,Display,Facebook,26,2020-07-16,2020-10-07,6012,6958.93,2490858,72237,2020-07-12T00:00:00
476,Display - Facebook - Jul2020,Display,Facebook,15,2020-07-16,2020-10-07,6012,6958.93,2490858,72237,2020-07-09T00:00:00
477,Video - LinkedIn - May2023,Video,LinkedIn,35,2023-05-30,2023-08-25,68065,55217.12,12183679,764655,2023-05-19T00:00:00
478,Video - LinkedIn - May2023,Video,LinkedIn,60,2023-05-30,2023-08-25,68065,55217.12,12183679,764655,2023-05-26T00:00:00
479,Influencer - Instagram - Jul2022,Influencer,Instagram,25,2022-07-25,2022-08-22,28456,23033.9,7830586,205291,2022-07-14T00:00:00
480,Influencer - Instagram - Jul2022,Influencer,Instagram,12,2022-07-25,2022-08-22,28456,23033.9,7830586,205291,2022-07-20T00:00:00
481,Influencer - Instagram - Jul2022,Influencer,Instagram,48,2022-07-25,2022-08-22,28456,23033.9,7830586,205291,2022-07-15T00:00:00
482,Email - Instagram - Aug2021,Email,Instagram,54,2021-08-10,2021-09-18,1830,1306.5,359005,5799,2021-08-02T00:00:00
483,Email - Instagram - Aug2021,Email,Instagram,3,2021-08-10,2021-09-18,1830,1306.5,359005,5799,2021-07-27T00:00:00
484,Social Media - TikTok - Oct2020,Social Media,TikTok,30,2020-10-13,2020-11-04,13867,13598.3,4618154,195750,2020-10-08T00:00:00
485,Search - YouTube - Sep2022,Search,YouTube,53,2022-09-28,2022-10-05,47256,39549.84,4234851,96246,2022-09-25T00:00:00
486,Search - YouTube - Sep2022,Search,YouTube,56,2022-09-28,2022-10-05,47256,39549.84,4234851,96246,2022-09-17T00:00:00
487,Search - YouTube - Sep2022,Search,YouTube,42,2022-09-28,2022-10-05,47256,39549.84,4234851,96246,2022-09-15T00:00:00
488,Search - YouTube - Sep2022,Search,YouTube,46,2022-09-28,2022-10-05,47256,39549.84,4234851,96246,2022-09-25T00:00:00
489,Social Media - Facebook - Jul2023,Social Media,Facebook,63,2023-07-16,2023-08-02,26872,22087.15,4101007,88173,2023-07-05T00:00:00
490,Social Media - Facebook - Jul2023,Social Media,Facebook,56,2023-07-16,2023-08-02,26872,22087.15,4101007,88173,2023-07-11T00:00:00
491,Social Media - Facebook - Jul2023,Social Media,Facebook,25,2023-07-16,2023-08-02,26872,22087.15,4101007,88173,2023-07-12T00:00:00
492,Display - Twitter - Aug2022,Display,Twitter,38,2022-08-17,2022-10-16,1836,2167.42,456821,20643,2022-08-11T00:00:00
493,Display - Twitter - Aug2022,Display,Twitter,42,2022-08-17,2022-10-16,1836,2167.42,456821,20643,2022-08-10T00:00:00
494,Email - Instagram - Nov2020,Email,Instagram,46,2020-11-16,2020-12-10,6504,4989.65,1885400,76959,2020-11-02T00:00:00
495,Email - Instagram - Nov2020,Email,Instagram,7,2020-11-16,2020-12-10,6504,4989.65,1885400,76959,2020-11-04T00:00:00
496,Influencer - Instagram - Apr2021,Influencer,Instagram,42,2021-04-16,2021-06-21,54157,42187.79,15521736,434641,2021-04-09T00:00:00
497,Influencer - Instagram - Apr2021,Influencer,Instagram,39,2021-04-16,2021-06-21,54157,42187.79,15521736,434641,2021-04-03T00:00:00
498,Influencer - Instagram - Apr2021,Influencer,Instagram,11,2021-04-16,2021-06-21,54157,42187.79,15521736,434641,2021-04-13T00:00:00
499,Influencer - Instagram - Apr2021,Influencer,Instagram,17,2021-04-16,2021-06-21,54157,42187.79,15521736,434641,2021-04-10T00:00:00
500,Email - Instagram - Nov2022,Email,Instagram,59,2022-11-03,2022-12-28,2955,,1364523,28426,2022-10-26T00:00:00
501,Display - TikTok - Nov2021,Display,TikTok,37,2021-11-30,2022-01-30,1681,1815.92,229380,17040,2021-11-25T00:00:00
502,Video - TikTok - May2023,Video,TikTok,13,2023-05-15,2023-05-25,129103,126094.25,24189441,914494,2023-05-08T00:00:00
503,Video - TikTok - May2023,Video,TikTok,25,2023-05-15,2023-05-25,129103,126094.25,24189441,914494,2023-05-04T00:00:00
504,Video - TikTok - May2023,Video,TikTok,7,2023-05-15,2023-05-25,129103,126094.25,24189441,914494,2023-05-08T00:00:00
505,Video - TikTok - May2023,Video,TikTok,19,2023-05-15,2023-05-25,129103,126094.25,24189441,914494,2023-05-06T00:00:00
506,Video - TikTok - May2023,Video,TikTok,42,2023-05-15,2023-05-25,129103,126094.25,24189441,914494,2023-05-05T00:00:00
507,Search - Google - Jan2020,Search,Google,46,2020-01-31,2020-02-28,61854,45339.0,6034225,379839,2020-01-18T00:00:00
508,Search - Google - Jan2020,Search,Google,43,2020-01-31,2020-02-28,61854,45339.0,6034225,379839,2020-01-22T00:00:00
509,Search - Twitter - Sep2022,Search,Twitter,20,2022-09-13,2022-10-27,63788,70723.77,25035122,1613526,2022-09-06T00:00:00
510,Search - Twitter - Sep2022,Search,Twitter,52,2022-09-13,2022-10-27,63788,70723.77,25035122,1613526,2022-08-30T00:00:00
511,Search - Twitter - Sep2022,Search,Twitter,46,2022-09-13,2022-10-27,63788,70723.77,25035122,1613526,2022-09-12T00:00:00
512,Search - Twitter - Jul2022,Search,Twitter,39,2022-07-07,2022-07-23,5212,5626.26,534779,6111,2022-07-03T00:00:00
513,Search - Twitter - Jul2022,Search,Twitter,33,2022-07-07,2022-07-23,5212,5626.26,534779,6111,2022-06-23T00:00:00
514,Influencer - LinkedIn - May2020,Influencer,LinkedIn,19,2020-05-20,2020-06-12,15308,18005.79,2843481,102777,2020-05-09T00:00:00
515,Influencer - LinkedIn - May2020,Influencer,LinkedIn,3,2020-05-20,2020-06-12,15308,18005.79,2843481,102777,2020-05-11T00:00:00
516,Video - Twitter - Jul2023,Video,Twitter,6,2023-07-30,2023-10-15,145392,152048.64,40635656,904108,2023-07-28T00:00:00
517,Email - LinkedIn - Nov2024,Email,LinkedIn,57,2024-11-11,2024-12-03,9246,8109.3,897763,16989,2024-11-01T00:00:00
518,Email - LinkedIn - Nov2024,Email,LinkedIn,55,2024-11-11,2024-12-03,9246,8109.3,897763,16989,2024-11-03T00:00:00
519,Email - LinkedIn - Nov2024,Email,LinkedIn,6,2024-11-11,2024-12-03,9246,8109.3,897763,16989,2024-11-03T00:00:00
520,Email - LinkedIn - Nov2024,Email,LinkedIn,59,2024-11-11,2024-12-03,9246,8109.3,897763,16989,2024-11-05T00:00:00
521,Search - Instagram - Jun2024,Search,Instagram,58,2024-06-19,2024-09-07,60795,69758.44,33167076,632611,2024-06-13T00:00:00
522,Search - Instagram - Jun2024,Search,Instagram,10,2024-06-19,2024-09-07,60795,69758.44,33167076,632611,2024-06-14T00:00:00
523,Search - Instagram - Jun2024,Search,Instagram,11,2024-06-19,2024-09-07,60795,69758.44,33167076,632611,2024-06-11T00:00:00
524,Display - LinkedIn - Oct2023,Display,LinkedIn,41,2023-10-22,2023-11-01,28370,25378.6,5939741,235311,2023-10-14T00:00:00
525,Display - LinkedIn - Oct2023,Display,LinkedIn,18,2023-10-22,2023-11-01,28370,25378.6,5939741,235311,2023-10-10T00:00:00
526,Display - LinkedIn - Oct2023,Display,LinkedIn,62,2023-10-22,2023-11-01,28370,25378.6,5939741,235311,2023-10-08T00:00:00
527,Social Media - Twitter - Apr2024,Social Media,Twitter,56,2024-04-07,2024-06-01,21086,19622.7,3994113,151357,2024-03-31T00:00:00
528,Social Media - Twitter - Apr2024,Social Media,Twitter,41,2024-04-07,2024-06-01,21086,19622.7,3994113,151357,2024-04-05T00:00:00
529,Social Media - Twitter - Apr2024,Social Media,Twitter,18,2024-04-07,2024-06-01,21086,19622.7,3994113,151357,2024-03-25T00:00:00
530,Social Media - Twitter - Apr2024,Social Media,Twitter,2,2024-04-07,2024-06-01,21086,19622.7,3994113,151357,2024-03-24T00:00:00
531,Display - TikTok - Dec2023,Display,TikTok,52,2023-12-12,2024-02-26,27631,23918.27,11123732,333945,2023-12-06T00:00:00
532,Influencer - Facebook - Oct2020,Influencer,Facebook,3,2020-10-01,2020-11-18,45191,42719.66,18596344,235919,2020-09-26T00:00:00
533,Influencer - Facebook - Oct2020,Influencer,Facebook,21,2020-10-01,2020-11-18,45191,42719.66,18596344,235919,2020-09-27T00:00:00
534,Influencer - Facebook - Oct2020,Influencer,Facebook,44,2020-10-01,2020-11-18,45191,42719.66,18596344,235919,2020-09-26T00:00:00
535,Influencer - Facebook - Oct2020,Influencer,Facebook,47,2020-10-01,2020-11-18,45191,42719.66,18596344,235919,2020-09-19T00:00:00
536,Influencer - Facebook - Oct2020,Influencer,Facebook,9,2020-10-01,2020-11-18,45191,42719.66,18596344,235919,2020-09-19T00:00:00
537,Display - Facebook - Feb2023,Display,Facebook,6,2023-02-19,2023-05-03,13897,11665.33,5245663,382199,2023-02-12T00:00:00
538,Display - Facebook - Feb2023,Display,Facebook,41,2023-02-19,2023-05-03,13897,11665.33,5245663,382199,2023-02-09T00:00:00
539,Display - Facebook - Feb2023,Display,Facebook,7,2023-02-19,2023-05-03,13897,11665.33,5245663,382199,2023-02-13T00:00:00
540,Display - Facebook - Feb2023,Display,Facebook,32,2023-02-19,2023-05-03,13897,11665.33,5245663,382199,2023-02-11T00:00:00
541,Display - TikTok - Mar2023,Display,TikTok,20,2023-03-05,2023-05-23,8831,6839.84,2771076,210865,2023-02-21T00:00:00
542,Influencer - Instagram - Aug2023,Influencer,Instagram,17,2023-08-30,2023-09-26,43644,34584.14,4164937,244191,2023-08-21T00:00:00
543,Influencer - Instagram - Aug2023,Influencer,Instagram,14,2023-08-30,2023-09-26,43644,34584.14,4164937,244191,2023-08-28T00:00:00
544,Influencer - Instagram - Aug2023,Influencer,Instagram,32,2023-08-30,2023-09-26,43644,34584.14,4164937,244191,2023-08-27T00:00:00
545,Influencer - Instagram - Aug2023,Influencer,Instagram,40,2023-08-30,2023-09-26,43644,34584.14,4164937,244191,2023-08-22T00:00:00
546,Influencer - Instagram - Aug2023,Influencer,Instagram,28,2023-08-30,2023-09-26,43644,34584.14,4164937,244191,2023-08-17T00:00:00
547,Video - Instagram - Jan2023,Video,Instagram,31,2023-01-24,2023-02-01,63365,66382.07,21845524,1465407,2023-01-20T00:00:00
548,Video - Instagram - Jan2023,Video,Instagram,56,2023-01-24,2023-02-01,63365,66382.07,21845524,1465407,2023-01-11T00:00:00
549,Video - Instagram - Jan2023,Video,Instagram,26,2023-01-24,2023-02-01,63365,66382.07,21845524,1465407,2023-01-17T00:00:00
550,Video - Instagram - Jan2023,Video,Instagram,43,2023-01-24,2023-02-01,63365,66382.07,21845524,1465407,2023-01-14T00:00:00
551,Video - Instagram - Jan2023,Video,Instagram,9,2023-01-24,2023-02-01,63365,66382.07,21845524,1465407,2023-01-15T00:00:00
552,Search - Google - Dec2020,Search,Google,24,2020-12-03,2021-02-20,35656,26657.66,8030675,377777,2020-12-01T00:00:00
553,Search - Google - Dec2020,Search,Google,41,2020-12-03,2021-02-20,35656,26657.66,8030675,377777,2020-12-01T00:00:00
554,Video - TikTok - Oct2020,Video,TikTok,56,2020-10-01,2020-10-19,34078,28384.93,4519671,120606,2020-09-26T00:00:00
555,Video - TikTok - Oct2020,Video,TikTok,38,2020-10-01,2020-10-19,34078,28384.93,4519671,120606,2020-09-20T00:00:00
556,Video - TikTok - Oct2020,Video,TikTok,39,2020-10-01,2020-10-19,34078,28384.93,4519671,120606,2020-09-27T00:00:00
557,Video - TikTok - Oct2020,Video,TikTok,41,2020-10-01,2020-10-19,34078,28384.93,4519671,120606,2020-09-22T00:00:00
558,Video - TikTok - Oct2020,Video,TikTok,52,2020-10-01,2020-10-19,34078,28384.93,4519671,120606,2020-09-29T00:00:00
559,Social Media - TikTok - Apr2024,Social Media,TikTok,61,2024-04-21,2024-07-01,44778,,2429735,71896,2024-04-17T00:00:00
560,Email - Google - Sep2023,Email,Google,18,2023-09-03,2023-09-10,4949,5770.44,600285,30160,2023-08-21T00:00:00
561,Display - TikTok - Jun2021,Display,TikTok,28,2021-06-02,2021-07-27,19294,21260.12,9839308,692585,2021-05-25T00:00:00
562,Display - TikTok - Jun2021,Display,TikTok,48,2021-06-02,2021-07-27,19294,21260.12,9839308,692585,2021-05-25T00:00:00
563,Display - TikTok - Jun2021,Display,TikTok,4,2021-06-02,2021-07-27,19294,21260.12,9839308,692585,2021-05-31T00:00:00
564,Search - Instagram - Sep2023,Search,Instagram,48,2023-09-06,2023-10-23,57254,49724.11,20343702,223791,2023-08-23T00:00:00
565,Search - Instagram - Sep2023,Search,Instagram,42,2023-09-06,2023-10-23,57254,49724.11,20343702,223791,2023-08-25T00:00:00
566,Search - Instagram - Sep2023,Search,Instagram,14,2023-09-06,2023-10-23,57254,49724.11,20343702,223791,2023-08-24T00:00:00
567,Social Media - Google - Feb2024,Social Media,Google,17,2024-02-05,2024-02-28,7484,7998.77,3644118,158688,2024-01-29T00:00:00
568,Social Media - Google - Feb2024,Social Media,Google,23,2024-02-05,2024-02-28,7484,7998.77,3644118,158688,2024-01-27T00:00:00
569,Social Media - Google - Feb2024,Social Media,Google,56,2024-02-05,2024-02-28,7484,7998.77,3644118,158688,2024-01-23T00:00:00
570,Social Media - Google - Feb2024,Social Media,Google,3,2024-02-05,2024-02-28,7484,7998.77,3644118,158688,2024-01-24T00:00:00
571,Social Media - TikTok - Oct2020,Social Media,TikTok,35,2020-10-27,2020-11-27,36764,34596.89,14173720,192105,2020-10-25T00:00:00
572,Social Media - TikTok - Oct2020,Social Media,TikTok,22,2020-10-27,2020-11-27,36764,34596.89,14173720,192105,2020-10-20T00:00:00
573,Social Media - TikTok - Oct2020,Social Media,TikTok,62,2020-10-27,2020-11-27,36764,34596.89,14173720,192105,2020-10-19T00:00:00
574,Social Media - LinkedIn - Jul2022,Social Media,LinkedIn,49,2022-07-05,2022-08-22,40190,29094.45,5047332,135874,2022-07-03T00:00:00
